proba_0,proba_1,subgroup_1,label
0.5335757606647522,0.46642423933524774,A,0
0.027271941005766354,0.9727280589942336,A,1
0.2856604947728908,0.7143395052271092,A,1
0.7529831645893338,0.2470168354106662,A,0
0.02203425220323718,0.9779657477967628,A,1
0.8833548866901153,0.1166451133098847,A,0
0.3689843732498479,0.6310156267501521,A,0
0.010966725156693835,0.9890332748433062,A,1
0.019594672630218524,0.9804053273697815,A,1
0.7412457705038398,0.2587542294961602,A,0
0.530236464699519,0.46976353530048093,A,1
0.04514198234505107,0.9548580176549489,A,1
0.9419989742504487,0.058001025749551315,A,0
0.7487746406407318,0.25122535935926815,A,0
0.999818766537042,0.0001812334629579604,A,0
0.9238315345776769,0.07616846542232313,A,0
0.7567103463042967,0.2432896536957033,A,0
0.9978786159560166,0.0021213840439834107,A,0
0.9981345296905043,0.0018654703094957272,A,0
0.06216325505822928,0.9378367449417707,A,1
0.01491682402314276,0.9850831759768572,A,1
0.3573823992746862,0.6426176007253138,A,0
0.9789447130999027,0.021055286900097225,A,0
0.005484038601444974,0.994515961398555,A,1
0.3000282960644779,0.6999717039355221,A,1
0.7740309367521707,0.22596906324782928,A,0
0.5773463594152651,0.42265364058473487,A,0
0.7578517446642714,0.24214825533572862,A,0
0.04658610296671106,0.9534138970332889,A,1
0.9375620052092181,0.062437994790781985,A,0
0.009785313939426166,0.9902146860605738,A,1
0.5398627879762561,0.46013721202374386,A,1
0.02227018450164353,0.9777298154983565,A,1
0.13512291418134104,0.864877085818659,A,1
0.9199719986828476,0.08002800131715239,A,0
0.0023269705021659037,0.9976730294978341,A,1
0.5740477736498129,0.4259522263501871,A,0
0.9998692357596513,0.00013076424034879448,A,0
0.9577315345609922,0.04226846543900773,A,0
0.8192592213285804,0.18074077867141958,A,0
0.24761034722433706,0.7523896527756629,A,0
0.9624857859250675,0.03751421407493244,A,0
0.9911350437261179,0.008864956273882063,A,0
0.01772751506840775,0.9822724849315922,A,1
0.24638058054332057,0.7536194194566794,A,1
0.8293759776465959,0.17062402235340418,A,0
0.8166575596953302,0.18334244030466987,A,0
0.6239709055427046,0.3760290944572954,A,0
0.9997360153883548,0.0002639846116452233,A,0
0.08432551732484073,0.9156744826751593,A,0
0.19405107706772373,0.8059489229322763,A,1
0.001714908944972282,0.9982850910550277,A,1
0.0003296741449236862,0.9996703258550763,A,1
0.9740068602207862,0.02599313977921385,A,0
0.9958505388752724,0.004149461124727541,A,0
0.8048506639326596,0.19514933606734036,A,0
0.8721648830273041,0.12783511697269587,A,1
0.9755629813448218,0.024437018655178267,A,0
0.95862382800403,0.04137617199597001,A,0
0.9994836163963458,0.0005163836036542454,A,0
0.9917475257553252,0.008252474244674785,A,0
0.9377372338058249,0.06226276619417519,A,0
0.6880484627847234,0.31195153721527663,A,0
0.13607368913875706,0.8639263108612429,A,1
0.5716461875321789,0.4283538124678211,A,0
0.6633204710555489,0.3366795289444511,A,0
0.4476423964150089,0.5523576035849911,A,1
0.999946051413088,5.394858691203088e-05,A,0
0.043744298405426485,0.9562557015945735,A,1
0.9838658278753547,0.016134172124645286,A,0
0.8412174872262894,0.1587825127737106,A,0
0.9991643074326028,0.0008356925673972739,A,0
0.5204587303643488,0.47954126963565125,A,0
0.7893895143889658,0.2106104856110343,A,0
0.3008024388134799,0.6991975611865201,A,1
0.7680134307283373,0.23198656927166267,A,0
0.3616443364777028,0.6383556635222972,A,1
0.4860758279829488,0.5139241720170512,A,1
0.25165631831681756,0.7483436816831824,A,0
0.8680043600815688,0.13199563991843116,A,0
0.2871055964855803,0.7128944035144197,A,1
0.2673181435387739,0.7326818564612261,A,1
0.10302366112577799,0.896976338874222,A,1
0.09203039144929348,0.9079696085507065,A,0
0.8768184484117085,0.12318155158829143,A,0
0.2635393572931458,0.7364606427068542,A,0
0.6202766233298551,0.37972337667014494,A,0
0.9114877813846324,0.08851221861536762,A,0
0.062256394719909625,0.9377436052800904,A,1
0.24301612932177508,0.7569838706782249,A,0
0.08487837584536795,0.915121624154632,A,1
0.08095465557818382,0.9190453444218162,A,1
0.7470829077496578,0.2529170922503422,A,0
7.973383178183635e-05,0.9999202661682182,A,1
0.9402680705017906,0.059731929498209366,A,0
0.6402412749786065,0.3597587250213935,A,1
0.7999200755558147,0.20007992444418538,A,0
0.9376806997120765,0.06231930028792349,A,0
0.2732873075767912,0.7267126924232088,A,1
0.1019671926273581,0.8980328073726419,A,1
0.0022727041948463755,0.9977272958051536,A,1
0.31893388777823983,0.6810661122217602,A,1
0.006641700530860772,0.9933582994691392,A,1
0.9852721067925532,0.014727893207446883,A,0
0.733504176504836,0.26649582349516393,A,0
0.39070902872763713,0.6092909712723629,A,0
0.8506069650460293,0.14939303495397077,A,0
0.25356791644454,0.74643208355546,A,1
0.27666002889037067,0.7233399711096293,A,1
0.09350548104640344,0.9064945189535966,A,1
0.5147036997714444,0.48529630022855563,A,1
0.17702516620148856,0.8229748337985114,A,0
0.01150021939050605,0.988499780609494,A,1
0.3329393824667235,0.6670606175332765,A,0
0.43549922657934015,0.5645007734206599,A,1
0.09447966362311744,0.9055203363768826,A,1
0.9994979657930587,0.0005020342069412909,A,0
0.09305161576329257,0.9069483842367074,A,1
0.04161802390055436,0.9583819760994456,A,1
0.9877075251611449,0.012292474838855122,A,0
0.7223331552845693,0.27766684471543074,A,0
0.06327048076568775,0.9367295192343122,A,1
0.7710233310298913,0.22897666897010865,A,0
0.3918271417128367,0.6081728582871633,A,0
0.11318058457056712,0.8868194154294329,A,1
0.029317152305157523,0.9706828476948425,A,1
0.9319493397537849,0.06805066024621505,A,0
0.8970301726548517,0.10296982734514827,A,0
0.38650687847776255,0.6134931215222375,A,0
0.0016505152133642342,0.9983494847866358,A,1
0.003577911468334083,0.9964220885316659,A,1
0.08391925711285331,0.9160807428871467,A,1
0.9811699068374641,0.018830093162535966,A,0
0.4614200130254532,0.5385799869745468,A,0
0.9698387675312179,0.030161232468782148,A,0
0.288302573173698,0.711697426826302,A,1
0.025501525451861906,0.9744984745481381,A,1
0.05712491597356717,0.9428750840264328,A,1
0.9999999930264326,6.973567420922361e-09,A,0
0.7625577004227035,0.23744229957729643,A,0
0.772603875707501,0.22739612429249903,A,0
0.021964476995560367,0.9780355230044396,A,1
0.3397361928639848,0.6602638071360152,A,0
0.09762094948629718,0.9023790505137028,A,1
0.7540986613911409,0.24590133860885913,A,0
0.590874204798908,0.4091257952010921,A,0
0.30072372315679463,0.6992762768432054,A,1
0.009822802153780619,0.9901771978462194,A,1
0.6814483435062427,0.3185516564937573,A,0
0.7873149801172565,0.21268501988274352,A,1
0.3104745082159476,0.6895254917840524,A,0
0.9988074382816863,0.001192561718313671,A,0
0.009071608371048812,0.9909283916289512,A,1
0.24670260921040232,0.7532973907895977,A,1
0.9452369129623713,0.05476308703762867,A,0
0.46004604367870716,0.5399539563212928,A,0
0.8180749807069772,0.18192501929302282,A,0
0.6399477835711482,0.3600522164288517,A,0
0.8309079698054491,0.16909203019455094,A,0
0.003712679564494281,0.9962873204355057,A,1
0.08756565006937078,0.9124343499306292,A,1
0.6874632974611821,0.31253670253881793,A,0
0.9821659062625143,0.01783409373748572,A,0
0.910465392662235,0.08953460733776503,A,0
0.29349625351234954,0.7065037464876505,A,1
0.0033244874254033663,0.9966755125745966,A,1
0.32462846836447634,0.6753715316355237,A,1
0.9438259165687332,0.05617408343126683,A,0
0.27660907219603326,0.7233909278039667,A,1
0.34181013087672174,0.6581898691232783,A,0
0.8065250943528804,0.19347490564711955,A,0
0.405299000175275,0.594700999824725,A,1
0.9937568141163439,0.006243185883656106,A,0
0.08588436207190242,0.9141156379280976,A,1
0.4665289206883255,0.5334710793116745,A,1
0.08383031110841488,0.9161696888915851,A,1
0.41878721366125826,0.5812127863387417,A,1
0.4068426199549571,0.5931573800450429,A,1
0.5731825186312725,0.42681748136872755,A,0
0.5044155125007986,0.49558448749920136,A,0
0.6413458880553504,0.35865411194464963,A,1
0.19211887121845383,0.8078811287815462,A,0
0.07068450935920756,0.9293154906407924,A,1
0.07664305141542072,0.9233569485845793,A,1
0.958254926605603,0.04174507339439708,A,1
0.9086722946179482,0.09132770538205186,A,0
0.030794545879666124,0.9692054541203339,A,1
0.16490308379219432,0.8350969162078057,A,0
0.4931292223903576,0.5068707776096424,A,0
0.231368605589508,0.768631394410492,A,1
0.24133028745866192,0.7586697125413381,A,1
0.6880731884541109,0.3119268115458891,A,0
0.08132972155259521,0.9186702784474048,A,1
0.9892796048439654,0.010720395156034575,A,0
0.9943561182486482,0.005643881751351822,A,0
0.393289884642788,0.606710115357212,A,1
0.15393650597833086,0.8460634940216691,A,1
0.9854516842753824,0.01454831572461759,A,0
0.039869462766379926,0.9601305372336201,A,1
0.9092929952240534,0.09070700477594668,A,0
0.9731917891327995,0.026808210867200487,A,0
0.8700395243160511,0.12996047568394886,A,0
0.4416415837065496,0.5583584162934504,A,1
0.6848011836381327,0.31519881636186736,A,0
0.0003889098708834693,0.9996110901291165,A,1
0.5568491503359081,0.44315084966409196,A,1
0.18451832408380076,0.8154816759161992,A,1
0.24646192420924795,0.753538075790752,A,1
0.008084743165801322,0.9919152568341987,A,1
0.48494123476258477,0.5150587652374152,A,0
0.9272405743605746,0.07275942563942536,A,0
0.8191547342624287,0.18084526573757131,A,0
0.760826046653038,0.23917395334696198,A,0
0.8395890173299577,0.16041098267004225,A,0
0.769748291901836,0.23025170809816395,A,0
0.08607631270687632,0.9139236872931237,A,1
0.00042639489348927917,0.9995736051065107,A,1
0.005261577326900024,0.9947384226731,A,1
0.14853881247739764,0.8514611875226024,A,1
0.5241953306721625,0.4758046693278375,A,0
0.0625788963040057,0.9374211036959943,A,1
0.9959595786404412,0.004040421359558874,A,0
0.01907106153677096,0.980928938463229,A,1
0.68545023864213,0.3145497613578701,A,1
0.014284674119789509,0.9857153258802105,A,1
0.5342121534457727,0.4657878465542273,A,1
0.05931755011975526,0.9406824498802447,A,1
0.641289032387695,0.358710967612305,A,1
0.6569646183728906,0.3430353816271094,A,1
0.0729199551507641,0.9270800448492359,A,1
0.8123632714185695,0.18763672858143057,A,0
0.3930203645006415,0.6069796354993585,A,1
0.5865564250714826,0.41344357492851735,A,0
0.33538067510201364,0.6646193248979864,A,1
0.7098437123691618,0.2901562876308382,A,0
0.8465504613725722,0.1534495386274278,A,0
0.8440884712850829,0.15591152871491704,A,0
0.9790183372959131,0.020981662704086895,A,0
0.6778154357157672,0.3221845642842328,A,0
0.3421324624283889,0.6578675375716111,A,0
0.9642717677407067,0.035728232259293294,A,0
0.9088688417868372,0.09113115821316271,A,0
0.05392622436505545,0.9460737756349445,A,1
0.9342788810312825,0.06572111896871742,A,0
0.15295413752836817,0.8470458624716318,A,1
0.18759650611315104,0.812403493886849,A,1
0.17444412490284988,0.8255558750971501,A,0
0.8857206225605482,0.11427937743945184,A,0
0.8750508496980471,0.12494915030195292,A,0
0.41018332862003537,0.5898166713799646,A,0
0.3350454691820607,0.6649545308179393,A,0
0.08686970486222723,0.9131302951377728,A,1
0.2886584562796539,0.7113415437203461,A,1
0.3866345466539113,0.6133654533460887,A,1
0.6733054581625415,0.32669454183745844,A,1
0.99972165616721,0.00027834383279005834,A,0
0.7661803763042483,0.23381962369575177,A,0
0.28379123338327794,0.7162087666167221,A,0
0.9592747136199307,0.040725286380069295,A,0
0.983057320976797,0.016942679023202994,A,0
0.6394774044458249,0.36052259555417504,A,0
0.16422400536147663,0.8357759946385234,A,1
0.8472669577418276,0.15273304225817239,A,1
0.863985678007184,0.13601432199281605,A,0
0.9875597543520427,0.01244024564795736,A,0
0.9013084040724354,0.09869159592756464,A,0
0.32461703115418383,0.6753829688458162,A,1
0.12967191393695243,0.8703280860630476,A,0
0.42205561779721634,0.5779443822027837,A,1
0.2845367199061606,0.7154632800938394,A,1
0.49709719994826673,0.5029028000517333,A,1
0.0040015136890834135,0.9959984863109166,A,1
0.8126982846820703,0.18730171531792972,A,0
0.8100056464891869,0.1899943535108131,A,0
0.012700184247713686,0.9872998157522863,A,1
0.31566155466082035,0.6843384453391796,A,1
0.9955372217955966,0.004462778204403452,A,0
0.0235785934425482,0.9764214065574518,A,1
0.9733696225222814,0.02663037747771862,A,0
0.19210881431457638,0.8078911856854236,A,1
0.9970879364949666,0.0029120635050333896,A,0
0.2200891612996947,0.7799108387003053,A,1
0.8566549286970897,0.14334507130291027,A,0
0.9629957357592093,0.03700426424079074,A,0
0.6406640474958918,0.3593359525041082,A,1
0.14306846168964638,0.8569315383103536,A,1
0.7450364547274473,0.25496354527255266,A,0
0.41478928423074557,0.5852107157692544,A,1
0.23738783156928345,0.7626121684307166,A,1
0.164581390954761,0.835418609045239,A,0
0.990867218386679,0.009132781613321005,A,0
0.02444961253414424,0.9755503874658558,A,1
0.058411095552264425,0.9415889044477356,A,1
0.3447809725778025,0.6552190274221975,A,0
0.013349801112053528,0.9866501988879465,A,1
0.8854088963862177,0.11459110361378234,A,0
0.2995463982945872,0.7004536017054128,A,1
0.47880966281230264,0.5211903371876974,A,1
0.002270973629763806,0.9977290263702362,A,1
0.3845111074694262,0.6154888925305738,A,1
0.3635799824177499,0.6364200175822501,A,0
0.00782787367813731,0.9921721263218627,A,1
0.01758764059772644,0.9824123594022736,A,1
0.001359970405798716,0.9986400295942013,A,1
0.9921857264559731,0.007814273544026881,A,0
0.23800470975553867,0.7619952902444613,A,1
0.9918006546819258,0.008199345318074168,A,0
0.17846407443063317,0.8215359255693668,A,1
0.8382915063890266,0.16170849361097336,A,0
0.7693743048707881,0.23062569512921194,A,0
0.28216642574547257,0.7178335742545274,A,0
0.6781154505580944,0.32188454944190553,A,0
0.20544879998201193,0.7945512000179881,A,1
0.6629324009638411,0.33706759903615896,A,0
0.775336983938512,0.22466301606148792,A,0
0.9997215822179595,0.0002784177820404675,A,0
0.5186401897419622,0.48135981025803776,A,0
0.46574851693245334,0.5342514830675467,A,0
0.32590837356125424,0.6740916264387458,A,0
0.44342820403900773,0.5565717959609923,A,0
0.591234066185041,0.40876593381495896,A,1
0.816491031216465,0.183508968783535,A,0
0.0008117429510986485,0.9991882570489014,A,1
0.17448391685188736,0.8255160831481126,A,1
0.8067421451709069,0.19325785482909305,A,0
0.6869055117794445,0.3130944882205556,A,0
0.9936196622807124,0.0063803377192876345,A,0
0.19530632956299598,0.804693670437004,A,0
0.6660766460588683,0.3339233539411317,A,0
0.008204248574164685,0.9917957514258353,A,1
0.01562990762943306,0.9843700923705669,A,1
0.0684682661434034,0.9315317338565966,A,1
0.14811552339465905,0.851884476605341,A,1
0.20156470049367847,0.7984352995063215,A,1
0.9998002271304783,0.0001997728695216739,A,0
0.9733619008839863,0.02663809911601366,A,0
0.8307312265170986,0.16926877348290137,A,0
0.005171375217002949,0.994828624782997,A,1
0.7020086904425684,0.2979913095574315,A,1
0.03249850317900682,0.9675014968209932,A,1
0.21851666691249838,0.7814833330875016,A,0
0.9509389345512819,0.049061065448718154,A,0
0.9945820624053034,0.005417937594696572,A,0
0.31198237491198,0.68801762508802,A,0
0.9991822252418755,0.00081777475812451,A,0
0.2930162172601183,0.7069837827398817,A,1
0.7921317130427222,0.2078682869572778,A,1
0.033246646193529905,0.9667533538064701,A,1
0.20534780474770253,0.7946521952522975,A,1
0.9348602842014948,0.06513971579850514,A,0
0.7584762762117597,0.2415237237882403,A,0
0.004121604399834111,0.9958783956001659,A,1
0.05957928674539881,0.9404207132546012,A,1
0.9269094468329263,0.0730905531670737,A,0
0.17055050158849439,0.8294494984115056,A,1
0.16195826976756034,0.8380417302324397,A,1
0.816947623485442,0.18305237651455802,A,0
2.960144418473476e-08,0.9999999703985558,A,1
0.1581818124999308,0.8418181875000692,A,1
0.0035170294556889914,0.996482970544311,A,1
0.10272259069868583,0.8972774093013142,A,0
0.8204682159402267,0.17953178405977335,A,0
0.5592555185700951,0.4407444814299048,A,1
0.9242359905153458,0.07576400948465423,A,0
0.0016971066730757656,0.9983028933269242,A,1
0.6279711126138975,0.3720288873861025,A,0
0.9997251995270829,0.0002748004729170951,A,0
0.10335991513260345,0.8966400848673965,A,1
0.55782066250303,0.4421793374969701,A,0
0.01307176925009057,0.9869282307499094,A,1
0.012816764230439759,0.9871832357695602,A,1
0.9483689363645785,0.05163106363542142,A,0
0.5697334860294392,0.43026651397056087,A,0
0.7269758863320148,0.2730241136679851,A,0
0.9378399309055555,0.06216006909444452,A,0
0.4443404751058162,0.5556595248941838,A,1
0.006501809491536892,0.9934981905084631,A,1
0.20662382757070497,0.793376172429295,A,1
0.9031966612246574,0.09680333877534264,A,0
0.703248484006354,0.29675151599364596,A,0
0.4530603629500757,0.5469396370499243,A,0
0.3109337368976439,0.6890662631023561,A,0
0.6508554785118307,0.3491445214881693,A,0
0.3934352016179864,0.6065647983820136,A,0
0.7704640862165739,0.22953591378342605,A,0
0.34619701779732814,0.6538029822026719,A,1
0.8616460098551676,0.13835399014483238,A,0
0.21226672860231133,0.7877332713976887,A,0
0.9955312601105358,0.004468739889464144,A,0
0.8059503630647528,0.19404963693524727,A,0
0.5136286012215765,0.4863713987784235,A,0
0.9193887240765435,0.0806112759234565,A,0
0.6629656075387362,0.33703439246126377,A,1
0.3358367820797774,0.6641632179202226,A,1
0.9995265481298129,0.0004734518701870928,A,0
0.99057514390772,0.009424856092280068,A,0
0.0655307933244732,0.9344692066755268,A,1
0.997738690587294,0.002261309412705997,A,0
0.9784326225104194,0.021567377489580587,A,0
0.9883787358268217,0.011621264173178303,A,0
0.8093826844319295,0.19061731556807046,A,0
0.6973312428650325,0.3026687571349676,A,0
0.021443807231863565,0.9785561927681364,A,1
3.432704829298139e-05,0.999965672951707,A,1
0.6491755357437721,0.350824464256228,A,0
0.13692045007213027,0.8630795499278697,A,1
0.020957714085562462,0.9790422859144375,A,1
0.9782803864838305,0.021719613516169457,A,0
0.13664261263312427,0.8633573873668757,A,1
0.901644373323385,0.09835562667661499,A,0
0.001142831603492267,0.9988571683965077,A,1
0.2491330849308987,0.7508669150691013,A,1
0.9973587065218281,0.002641293478171929,A,0
0.11908135717054114,0.8809186428294589,A,1
0.9992944319700058,0.0007055680299942563,A,0
0.9638188567103967,0.03618114328960334,A,0
0.8396312084458213,0.16036879155417874,A,1
0.27564401325222776,0.7243559867477722,A,1
0.13020124027903002,0.86979875972097,A,1
0.13852801833652684,0.8614719816634732,A,1
0.999933364541991,6.663545800902155e-05,A,0
0.6498291651711281,0.3501708348288719,A,1
0.13686560637832912,0.8631343936216709,A,0
0.1667971268423769,0.8332028731576231,A,1
0.4717140612921559,0.5282859387078441,A,0
0.5321789396204752,0.4678210603795247,A,0
0.16305519003349478,0.8369448099665052,A,1
0.9965074359996537,0.0034925640003462635,A,0
0.5672758651109223,0.4327241348890777,A,0
0.7143116932336222,0.2856883067663778,A,0
0.000412805444370723,0.9995871945556293,A,1
0.010357180692473267,0.9896428193075267,A,1
0.4491901769562566,0.5508098230437434,A,1
0.45323951185787503,0.546760488142125,A,0
0.9223451711222315,0.07765482887776856,A,0
0.785374587759859,0.214625412240141,A,0
0.05104255487923359,0.9489574451207664,A,1
0.38002436103180715,0.6199756389681929,A,1
0.6748994411226181,0.3251005588773818,A,0
0.9292316181255257,0.07076838187447435,A,0
0.9358274276723596,0.0641725723276404,A,0
0.5868006073659615,0.41319939263403843,A,1
0.0004247767488035903,0.9995752232511964,A,1
0.7079771010271367,0.2920228989728633,A,0
0.07311269739205462,0.9268873026079454,A,1
0.24904020945580563,0.7509597905441944,A,1
0.1467314349125235,0.8532685650874765,A,1
0.01501537906437267,0.9849846209356273,A,1
0.005995610504907711,0.9940043894950923,A,1
0.5405615036325911,0.45943849636740886,A,1
0.08442726512132026,0.9155727348786797,A,1
0.8546242227844674,0.1453757772155327,A,0
0.9256651992549756,0.07433480074502444,A,0
0.055813048153495415,0.9441869518465046,A,1
0.9086082213432646,0.09139177865673544,A,0
0.7595924363152006,0.24040756368479946,A,1
0.8985367101959087,0.10146328980409124,A,1
0.6408448765574714,0.35915512344252865,A,0
0.029879265990525372,0.9701207340094746,A,1
0.9162256544129931,0.08377434558700694,A,1
0.6537784906500701,0.34622150934992996,A,1
0.9987523391914035,0.0012476608085965476,A,0
0.007247435936555302,0.9927525640634447,A,1
0.9107937504501574,0.0892062495498426,A,0
0.06489177568691629,0.9351082243130837,A,1
0.999287951387733,0.0007120486122669803,A,0
0.03863756044095823,0.9613624395590418,A,1
0.005512600859788774,0.9944873991402112,A,1
0.017227041825580547,0.9827729581744195,A,1
0.48737903154667617,0.5126209684533238,A,1
0.9611148127239708,0.03888518727602913,A,0
0.15562492119929605,0.844375078800704,A,1
0.775990143509552,0.22400985649044802,A,1
0.42632100226093395,0.573678997739066,A,1
0.4361870452460638,0.5638129547539362,A,0
0.9526833804243813,0.047316619575618696,A,0
0.00883605426312839,0.9911639457368716,A,1
0.9944415296647194,0.005558470335280567,A,0
0.12345450634415989,0.8765454936558401,A,1
0.024865977062252576,0.9751340229377474,A,1
0.0198980866147358,0.9801019133852642,A,1
0.015273879815302704,0.9847261201846973,A,1
0.045772633757666714,0.9542273662423333,A,1
0.023419670288430172,0.9765803297115698,A,0
0.5894006539006144,0.41059934609938564,A,0
0.9750241145400256,0.024975885459974454,A,0
0.2740679838298544,0.7259320161701456,A,1
0.7880612332601431,0.2119387667398569,A,1
0.0071805529126957035,0.9928194470873043,A,1
0.9966583338424065,0.003341666157593476,A,0
0.9482046880363558,0.05179531196364417,A,0
0.997051799627379,0.002948200372620983,A,0
0.7680895455484754,0.23191045445152458,A,1
0.8843031544421744,0.11569684555782558,A,0
0.010015181565943276,0.9899848184340567,A,1
0.585650528577763,0.414349471422237,A,1
0.6493105505236452,0.3506894494763548,A,0
0.9200517007227261,0.0799482992772739,A,0
0.33722823399352453,0.6627717660064755,A,1
0.9747610123737868,0.025238987626213256,A,0
0.002555574033446306,0.9974444259665537,A,1
0.35315410092127986,0.6468458990787201,A,0
0.9899442140403013,0.010055785959698738,A,0
0.9998865450541445,0.00011345494585546623,A,0
0.8856335041540481,0.11436649584595196,A,1
0.7964223301770098,0.20357766982299016,A,0
0.9889839934694804,0.011016006530519575,A,0
0.4355396392725467,0.5644603607274533,A,0
0.7197931865399845,0.28020681346001547,A,0
0.7353457751286485,0.26465422487135154,A,0
0.3982808099086049,0.6017191900913951,A,0
0.9338717655856889,0.06612823441431111,A,0
0.2411419447341694,0.7588580552658306,A,1
0.9612369820099549,0.03876301799004511,A,0
0.0001155337860337946,0.9998844662139662,A,1
0.3817482119521104,0.6182517880478896,A,1
0.6841426437875671,0.3158573562124329,A,1
6.348495956143285e-05,0.9999365150404386,A,1
0.9671183426390507,0.032881657360949265,A,0
0.9240481105998071,0.07595188940019293,A,0
0.6645281412912354,0.33547185870876456,A,1
0.07011810588422196,0.929881894115778,A,1
0.4048081327637153,0.5951918672362847,A,1
0.1865868285423521,0.8134131714576479,A,1
0.6231638181394148,0.3768361818605852,A,0
0.8740848091262895,0.12591519087371053,A,0
0.9270693592835157,0.07293064071648421,A,0
0.0024235335257430934,0.9975764664742569,A,1
0.8952761339573769,0.10472386604262302,A,0
0.48156281340318075,0.5184371865968193,A,1
0.3235545913033162,0.6764454086966838,A,0
0.04112999209771351,0.9588700079022865,A,1
0.4169616672893429,0.5830383327106571,A,1
0.9454671532014844,0.054532846798515604,A,0
0.48780612872448315,0.5121938712755169,A,1
0.7554003831298755,0.24459961687012455,A,0
0.4856213922406797,0.5143786077593203,A,1
0.3202030951337833,0.6797969048662167,A,0
0.002240255371394273,0.9977597446286057,A,1
0.04818339261264648,0.9518166073873535,A,1
0.916800850777695,0.08319914922230494,A,0
0.7485028378802465,0.2514971621197534,A,0
0.05514341170877879,0.9448565882912212,A,1
0.5026130537052873,0.4973869462947127,A,0
0.15018572433230248,0.8498142756676975,A,1
0.9065464064150401,0.09345359358495987,A,0
0.5863812958633372,0.41361870413666285,A,0
0.029663605815271832,0.9703363941847282,A,1
0.9750811945022075,0.024918805497792428,A,0
0.2734181881329062,0.7265818118670938,A,1
0.08896553888287573,0.9110344611171243,A,1
0.8544608909723801,0.14553910902761985,A,0
0.9913224748231136,0.008677525176886348,A,0
0.7574541915779128,0.24254580842208717,A,0
0.08221936542234531,0.9177806345776547,A,1
0.2676917994439958,0.7323082005560042,A,0
0.7902980254431046,0.2097019745568954,A,0
0.06095444386422988,0.9390455561357701,A,1
0.6755650750724738,0.3244349249275262,A,1
0.42610016270826445,0.5738998372917355,A,1
0.9520466614312425,0.04795333856875745,A,0
0.6218846204802158,0.3781153795197842,A,1
0.5384510324931294,0.4615489675068706,A,1
0.7264108191912444,0.27358918080875555,A,0
0.9666412833884913,0.033358716611508646,A,0
0.9686786761609776,0.03132132383902242,A,0
0.043253616455510735,0.9567463835444893,A,1
0.807736215758183,0.19226378424181698,A,0
0.06547427157965147,0.9345257284203485,A,1
0.5769819352900892,0.42301806470991077,A,0
0.06548053706408896,0.934519462935911,A,1
