proba_0,proba_1,label
3.712905137517050007e-04,9.996287094862482681e-01,1.000000000000000000e+00
9.999462395630600575e-01,5.376043693989291137e-05,0.000000000000000000e+00
5.822828176940665346e-01,4.177171823059334654e-01,0.000000000000000000e+00
4.242525818188427889e-01,5.757474181811572667e-01,1.000000000000000000e+00
9.858564511335460301e-01,1.414354886645401502e-02,0.000000000000000000e+00
1.821711288541324747e-01,8.178288711458675531e-01,1.000000000000000000e+00
8.039781862697701342e-01,1.960218137302298103e-01,0.000000000000000000e+00
1.055371514948242128e-07,9.999998944628485376e-01,1.000000000000000000e+00
9.691124193928782327e-02,9.030887580607120935e-01,1.000000000000000000e+00
9.897587547130081154e-01,1.024124528699201474e-02,0.000000000000000000e+00
1.501073116055695600e-01,8.498926883944303290e-01,1.000000000000000000e+00
7.385413275697422480e-05,9.999261458672429326e-01,1.000000000000000000e+00
9.931512136914480982e-01,6.848786308551918327e-03,0.000000000000000000e+00
9.965407657347989945e-01,3.459234265200939167e-03,0.000000000000000000e+00
9.972652610434704634e-01,2.734738956529607270e-03,1.000000000000000000e+00
9.731504557799335320e-01,2.684954422006652699e-02,1.000000000000000000e+00
9.777545248247919707e-01,2.224547517520809176e-02,0.000000000000000000e+00
8.385131060780265377e-01,1.614868939219734068e-01,0.000000000000000000e+00
2.169213519741330369e-06,9.999978307864801907e-01,1.000000000000000000e+00
9.160553496535510654e-01,8.394465034644885137e-02,0.000000000000000000e+00
5.945142537453569354e-01,4.054857462546430646e-01,0.000000000000000000e+00
9.844594343421122495e-01,1.554056565788768975e-02,0.000000000000000000e+00
9.999987511068727519e-01,1.248893127324404059e-06,0.000000000000000000e+00
7.937878899170720537e-01,2.062121100829278353e-01,0.000000000000000000e+00
9.872589701405131146e-01,1.274102985948682987e-02,0.000000000000000000e+00
7.294758425396754425e-03,9.927052415746031588e-01,1.000000000000000000e+00
9.554301655383145020e-01,4.456983446168547025e-02,0.000000000000000000e+00
9.977236789285149898e-01,2.276321071485016678e-03,0.000000000000000000e+00
5.341179596493446091e-01,4.658820403506553909e-01,1.000000000000000000e+00
1.308874330775962880e-01,8.691125669224037953e-01,1.000000000000000000e+00
5.194243724791189898e-01,4.805756275208810657e-01,1.000000000000000000e+00
9.957728139010718627e-01,4.227186098928209339e-03,0.000000000000000000e+00
1.325220189272195148e-01,8.674779810727805129e-01,0.000000000000000000e+00
2.984057610535710281e-01,7.015942389464289164e-01,0.000000000000000000e+00
3.803703584373099855e-01,6.196296415626900700e-01,1.000000000000000000e+00
9.501985398325475396e-01,4.980146016745239101e-02,0.000000000000000000e+00
6.160582566856861453e-01,3.839417433143139657e-01,0.000000000000000000e+00
9.660259243600364254e-01,3.397407563996347052e-02,0.000000000000000000e+00
9.986622056655489743e-01,1.337794334450890165e-03,0.000000000000000000e+00
9.999996457406563621e-01,3.542593435409012603e-07,0.000000000000000000e+00
1.444046752266328615e-01,8.555953247733671940e-01,1.000000000000000000e+00
8.458023361326467704e-01,1.541976638673532574e-01,0.000000000000000000e+00
9.963622769703420756e-01,3.637723029657875373e-03,0.000000000000000000e+00
8.237170929399990627e-01,1.762829070600009929e-01,1.000000000000000000e+00
1.273550565259433387e-01,8.726449434740567446e-01,1.000000000000000000e+00
9.860420616340511701e-01,1.395793836594876568e-02,0.000000000000000000e+00
4.843013468442101260e-03,9.951569865315579300e-01,1.000000000000000000e+00
6.217677754602219942e-01,3.782322245397780058e-01,1.000000000000000000e+00
8.215611036219367946e-01,1.784388963780631776e-01,0.000000000000000000e+00
5.995484341591125199e-01,4.004515658408875356e-01,0.000000000000000000e+00
9.505641303634685402e-01,4.943586963653148064e-02,0.000000000000000000e+00
5.863391548389118579e-02,9.413660845161089252e-01,1.000000000000000000e+00
4.413905168974128351e-02,9.558609483102586957e-01,1.000000000000000000e+00
9.914797284964417257e-01,8.520271503558151174e-03,0.000000000000000000e+00
5.819241204939500572e-05,9.999418075879507040e-01,1.000000000000000000e+00
9.914815290456719943e-01,8.518470954328045616e-03,0.000000000000000000e+00
4.169660606032869060e-02,9.583033939396712331e-01,1.000000000000000000e+00
9.999689663727483468e-01,3.103362725171708488e-05,0.000000000000000000e+00
9.995305643770779902e-01,4.694356229220836329e-04,0.000000000000000000e+00
9.987440207091089484e-01,1.255979290891077451e-03,0.000000000000000000e+00
4.804735945484074860e-07,9.999995195264054226e-01,1.000000000000000000e+00
2.595477974015180170e-02,9.740452202598482989e-01,1.000000000000000000e+00
5.731644020302846358e-03,9.942683559796972048e-01,1.000000000000000000e+00
9.280011070976786902e-01,7.199889290232126815e-02,1.000000000000000000e+00
9.991797440009984044e-01,8.202559990016992757e-04,0.000000000000000000e+00
2.134388306156362880e-01,7.865611693843637120e-01,0.000000000000000000e+00
9.388675197014503260e-01,6.113248029854977117e-02,1.000000000000000000e+00
1.399430536878433322e-03,9.986005694631215901e-01,1.000000000000000000e+00
9.842553781473066810e-01,1.574462185269328782e-02,0.000000000000000000e+00
9.826309990894068272e-03,9.901736900091059335e-01,1.000000000000000000e+00
9.977952468644416539e-01,2.204753135558222034e-03,0.000000000000000000e+00
8.239438473407957320e-01,1.760561526592042680e-01,0.000000000000000000e+00
9.894879902740933986e-01,1.051200972590652857e-02,0.000000000000000000e+00
9.996730968557432373e-01,3.269031442567348371e-04,0.000000000000000000e+00
4.292112170592217724e-01,5.707887829407782831e-01,0.000000000000000000e+00
3.429166508745997355e-05,9.999657083349124953e-01,1.000000000000000000e+00
9.398470898348993963e-01,6.015291016510056210e-02,0.000000000000000000e+00
3.172909667527604172e-02,9.682709033247239860e-01,1.000000000000000000e+00
9.663325161230397198e-01,3.366748387696028022e-02,0.000000000000000000e+00
9.969450094252220174e-01,3.054990574778000852e-03,0.000000000000000000e+00
8.953538517244775952e-02,9.104646148275522544e-01,0.000000000000000000e+00
5.938684534774577028e-02,9.406131546522543685e-01,1.000000000000000000e+00
9.996376955989918489e-01,3.623044010080214727e-04,0.000000000000000000e+00
1.173999918375330894e-04,9.998826000081625365e-01,1.000000000000000000e+00
9.990806759858524844e-01,9.193240141475262587e-04,0.000000000000000000e+00
8.611350882796632300e-01,1.388649117203366867e-01,0.000000000000000000e+00
2.529857087091410758e-02,9.747014291290859722e-01,1.000000000000000000e+00
6.632710932328554632e-03,9.933672890676715772e-01,1.000000000000000000e+00
3.696543506017122005e-02,9.630345649398287522e-01,1.000000000000000000e+00
7.440505446001131895e-02,9.255949455399886672e-01,1.000000000000000000e+00
6.827177376209317416e-03,9.931728226237906965e-01,0.000000000000000000e+00
9.846885025842705419e-01,1.531149741572958647e-02,0.000000000000000000e+00
9.962356167296235743e-01,3.764383270376407079e-03,0.000000000000000000e+00
9.404375126774258131e-01,5.956248732257409667e-02,0.000000000000000000e+00
5.216219232883533875e-03,9.947837807671163768e-01,1.000000000000000000e+00
9.921790950864408654e-01,7.820904913559210969e-03,0.000000000000000000e+00
4.245870784300725259e-02,9.575412921569926850e-01,1.000000000000000000e+00
1.109508095854566671e-05,9.999889049190413548e-01,1.000000000000000000e+00
1.039514849999324253e-01,8.960485150000675469e-01,1.000000000000000000e+00
9.999994763985758928e-01,5.236014240211589168e-07,0.000000000000000000e+00
1.248516225153293788e-02,9.875148377484670448e-01,1.000000000000000000e+00
2.278202674387955554e-02,9.772179732561203647e-01,1.000000000000000000e+00
1.849926716228866841e-02,9.815007328377113316e-01,1.000000000000000000e+00
5.094489683711409533e-01,4.905510316288589912e-01,0.000000000000000000e+00
2.067055648262220713e-01,7.932944351737779565e-01,0.000000000000000000e+00
8.257018727214438328e-05,9.999174298127279092e-01,1.000000000000000000e+00
3.784504377736815778e-02,9.621549562226318075e-01,1.000000000000000000e+00
1.317287283121164635e-04,9.998682712716878696e-01,1.000000000000000000e+00
1.491089637112670008e-01,8.508910362887329715e-01,1.000000000000000000e+00
1.011562979910313742e-01,8.988437020089685703e-01,1.000000000000000000e+00
7.649408432409300351e-01,2.350591567590699649e-01,0.000000000000000000e+00
9.984959788329623720e-01,1.504021167037608272e-03,1.000000000000000000e+00
4.420709843801673596e-05,9.999557929015620017e-01,1.000000000000000000e+00
5.198554565584893039e-01,4.801445434415106961e-01,0.000000000000000000e+00
1.034804264943369172e-03,9.989651957350565992e-01,1.000000000000000000e+00
7.378855004945481522e-01,2.621144995054519033e-01,0.000000000000000000e+00
1.360563677603576493e-01,8.639436322396424339e-01,0.000000000000000000e+00
3.143944621797177263e-01,6.856055378202823292e-01,0.000000000000000000e+00
9.361900839817383427e-03,9.906380991601826391e-01,1.000000000000000000e+00
1.658131641371627437e-03,9.983418683586283704e-01,1.000000000000000000e+00
3.877124766820430612e-01,6.122875233179568832e-01,0.000000000000000000e+00
1.715510568755325149e-01,8.284489431244674851e-01,0.000000000000000000e+00
9.996484194656454214e-01,3.515805343546110065e-04,0.000000000000000000e+00
9.881933712360110311e-01,1.180662876398895673e-02,0.000000000000000000e+00
1.826273850286083082e-03,9.981737261497138913e-01,1.000000000000000000e+00
7.835019927667224993e-02,9.216498007233276946e-01,1.000000000000000000e+00
4.298221641778429301e-04,9.995701778358221379e-01,1.000000000000000000e+00
9.999999878351942817e-01,1.216480575988123509e-08,0.000000000000000000e+00
9.948506544079610547e-01,5.149345592038829904e-03,0.000000000000000000e+00
4.934115783276145639e-01,5.065884216723854916e-01,0.000000000000000000e+00
9.769995666198980633e-01,2.300043338010194366e-02,0.000000000000000000e+00
3.678109578090240639e-01,6.321890421909759361e-01,1.000000000000000000e+00
3.162774305948620881e-05,9.999683722569405742e-01,1.000000000000000000e+00
9.399146318052110649e-01,6.008536819478902530e-02,0.000000000000000000e+00
1.043645648125696518e-05,9.999895635435186447e-01,1.000000000000000000e+00
4.695129549834661450e-03,9.953048704501653576e-01,1.000000000000000000e+00
8.027533968614432025e-01,1.972466031385568808e-01,0.000000000000000000e+00
9.128117320664261682e-04,9.990871882679334126e-01,1.000000000000000000e+00
5.741502729191622556e-04,9.994258497270808173e-01,1.000000000000000000e+00
4.487451616494162517e-04,9.995512548383505003e-01,1.000000000000000000e+00
8.437524731665962952e-01,1.562475268334036216e-01,1.000000000000000000e+00
1.199189027750119201e-02,9.880081097224988618e-01,1.000000000000000000e+00
1.729122563429636716e-01,8.270877436570363006e-01,1.000000000000000000e+00
3.027053716642741921e-01,6.972946283357257524e-01,1.000000000000000000e+00
3.356881218517931420e-01,6.643118781482069135e-01,1.000000000000000000e+00
3.714746520704729355e-02,9.628525347929527411e-01,1.000000000000000000e+00
6.018223920072013431e-04,9.993981776079927659e-01,1.000000000000000000e+00
9.993629046564459495e-01,6.370953435541085131e-04,0.000000000000000000e+00
1.988796738049467688e-02,9.801120326195051913e-01,1.000000000000000000e+00
5.407350854393480665e-04,9.994592649145606078e-01,1.000000000000000000e+00
8.908427278891170031e-01,1.091572721108829830e-01,0.000000000000000000e+00
1.966981737029856458e-01,8.033018262970144097e-01,0.000000000000000000e+00
3.557342188310851219e-05,9.999644265781167940e-01,1.000000000000000000e+00
9.992068787888930270e-01,7.931212111069866396e-04,0.000000000000000000e+00
4.741572268489866078e-03,9.952584277315100758e-01,1.000000000000000000e+00
2.241020486500655551e-03,9.977589795134992334e-01,1.000000000000000000e+00
2.941974157491978811e-02,9.705802584250802223e-01,1.000000000000000000e+00
9.402491153957898140e-01,5.975088460421017211e-02,1.000000000000000000e+00
9.906637558419418843e-01,9.336244158057978651e-03,0.000000000000000000e+00
6.919729724636891621e-01,3.080270275363108379e-01,0.000000000000000000e+00
3.869131778202530847e-01,6.130868221797468598e-01,1.000000000000000000e+00
1.889415926563565162e-01,8.110584073436435393e-01,0.000000000000000000e+00
9.702814822122561855e-01,2.971851778774380060e-02,0.000000000000000000e+00
9.980635340415435763e-01,1.936465958456368153e-03,0.000000000000000000e+00
3.953212678747755060e-01,6.046787321252246050e-01,0.000000000000000000e+00
9.990092564233764572e-01,9.907435766234303030e-04,0.000000000000000000e+00
9.741658499958438799e-01,2.583415000415606108e-02,0.000000000000000000e+00
7.326413709480203984e-01,2.673586290519796016e-01,1.000000000000000000e+00
9.999986503009146155e-01,1.349699085257036104e-06,0.000000000000000000e+00
1.079475080557357330e-01,8.920524919442642808e-01,0.000000000000000000e+00
1.230093509344507921e-09,9.999999987699064175e-01,1.000000000000000000e+00
8.116811720687469155e-05,9.999188318827930688e-01,1.000000000000000000e+00
7.363643857602818199e-02,9.263635614239718041e-01,1.000000000000000000e+00
2.624526389964320153e-02,9.737547361003567881e-01,1.000000000000000000e+00
5.558434503013610886e-07,9.999994441565497327e-01,1.000000000000000000e+00
2.144001041037319477e-01,7.855998958962679968e-01,1.000000000000000000e+00
9.576416846000441740e-01,4.235831539995591616e-02,0.000000000000000000e+00
9.556040489348844869e-01,4.439595106511554784e-02,1.000000000000000000e+00
6.024358519844915299e-05,9.999397564148015949e-01,1.000000000000000000e+00
9.305948183368352167e-01,6.940518166316482496e-02,0.000000000000000000e+00
9.819035954364763175e-01,1.809640456352383520e-02,0.000000000000000000e+00
5.285166987903541225e-01,4.714833012096458775e-01,0.000000000000000000e+00
9.999883335061416911e-01,1.166649385831488236e-05,0.000000000000000000e+00
6.562359683863511206e-01,3.437640316136489904e-01,1.000000000000000000e+00
9.727897573193636793e-01,2.721024268063638313e-02,0.000000000000000000e+00
7.379989439411877017e-02,9.262001056058812853e-01,1.000000000000000000e+00
4.116162043318599174e-03,9.958838379566813392e-01,1.000000000000000000e+00
3.755210691567068514e-03,9.962447893084329653e-01,1.000000000000000000e+00
9.999786252168439971e-01,2.137478315605491165e-05,0.000000000000000000e+00
1.664265433787226402e-07,9.999998335734566757e-01,1.000000000000000000e+00
1.130963987270555554e-01,8.869036012729445417e-01,0.000000000000000000e+00
8.536241402227426889e-01,1.463758597772573666e-01,0.000000000000000000e+00
4.532897055410684700e-05,9.999546710294460183e-01,1.000000000000000000e+00
9.999029215059896947e-01,9.707849401028272171e-05,0.000000000000000000e+00
9.987205044996988468e-01,1.279495500301021599e-03,0.000000000000000000e+00
6.474324104274201087e-04,9.993525675895725824e-01,1.000000000000000000e+00
1.122716201372197659e-01,8.877283798627803035e-01,0.000000000000000000e+00
3.896529329014755863e-08,9.999999610347067858e-01,1.000000000000000000e+00
9.883320484149780150e-01,1.166795158502202494e-02,0.000000000000000000e+00
2.844342637839362142e-01,7.155657362160637858e-01,1.000000000000000000e+00
2.580455169056612985e-01,7.419544830943387570e-01,0.000000000000000000e+00
1.225478287328629645e-04,9.998774521712672225e-01,1.000000000000000000e+00
9.999977527346259887e-01,2.247265374067702529e-06,0.000000000000000000e+00
9.996827870224599399e-01,3.172129775399922425e-04,0.000000000000000000e+00
2.260800676844824386e-01,7.739199323155174781e-01,1.000000000000000000e+00
9.999972280906300748e-01,2.771909369991527965e-06,0.000000000000000000e+00
1.094858761096292529e-03,9.989051412389037266e-01,1.000000000000000000e+00
6.557898256717971108e-01,3.442101743282029447e-01,1.000000000000000000e+00
4.249903206897227511e-05,9.999575009679311233e-01,1.000000000000000000e+00
6.556473366327826091e-04,9.993443526633671858e-01,1.000000000000000000e+00
6.998595034135779436e-01,3.001404965864221119e-01,0.000000000000000000e+00
9.949755004310542050e-01,5.024499568945778490e-03,0.000000000000000000e+00
6.245505077501425362e-01,3.754494922498574638e-01,0.000000000000000000e+00
1.200625234160870858e-02,9.879937476583914302e-01,0.000000000000000000e+00
9.999715858057002249e-01,2.841419429983679863e-05,0.000000000000000000e+00
8.337967249932185521e-01,1.662032750067814479e-01,1.000000000000000000e+00
5.008175299529814550e-01,4.991824700470184339e-01,1.000000000000000000e+00
1.003852435122479114e-05,9.999899614756486699e-01,1.000000000000000000e+00
3.610754298371097182e-01,6.389245701628902818e-01,0.000000000000000000e+00
8.991547724473034631e-01,1.008452275526965369e-01,0.000000000000000000e+00
3.543074134973713744e-04,9.996456925865025989e-01,1.000000000000000000e+00
9.220519804969748989e-01,7.794801950302519822e-02,0.000000000000000000e+00
9.969576590055293508e-01,3.042340994470718596e-03,0.000000000000000000e+00
1.518119102643869789e-01,8.481880897356129934e-01,1.000000000000000000e+00
9.903745595899342558e-01,9.625440410065817104e-03,0.000000000000000000e+00
4.614365435086169587e-01,5.385634564913829303e-01,0.000000000000000000e+00
9.988957646694304193e-01,1.104235330569530368e-03,0.000000000000000000e+00
9.487163512284644273e-01,5.128364877153560736e-02,0.000000000000000000e+00
9.656066869013533172e-01,3.439331309864664121e-02,0.000000000000000000e+00
9.971202138210556454e-01,2.879786178944222785e-03,0.000000000000000000e+00
2.864302254820882410e-01,7.135697745179118145e-01,0.000000000000000000e+00
8.652329254095947331e-01,1.347670745904053224e-01,0.000000000000000000e+00
9.885030638041187867e-01,1.149693619588114044e-02,0.000000000000000000e+00
8.508497221381621234e-01,1.491502778618377933e-01,0.000000000000000000e+00
6.860955495922132531e-03,9.931390445040778614e-01,0.000000000000000000e+00
9.983773616536479878e-01,1.622638346351858466e-03,0.000000000000000000e+00
5.895922333865265541e-01,4.104077666134733904e-01,0.000000000000000000e+00
9.990046567734571781e-01,9.953432265427620759e-04,0.000000000000000000e+00
6.740155681141389854e-01,3.259844318858610146e-01,1.000000000000000000e+00
2.203159003009806487e-03,9.977968409969902863e-01,1.000000000000000000e+00
9.975361457051411529e-01,2.463854294858963331e-03,1.000000000000000000e+00
1.642749325457361007e-02,9.835725067454264003e-01,1.000000000000000000e+00
5.340934692507036674e-01,4.659065307492963881e-01,1.000000000000000000e+00
8.867504378397367271e-01,1.132495621602632452e-01,0.000000000000000000e+00
2.941042288756383328e-04,9.997058957711243421e-01,1.000000000000000000e+00
9.995552169527552877e-01,4.447830472447152745e-04,0.000000000000000000e+00
8.370486508815820903e-01,1.629513491184178264e-01,0.000000000000000000e+00
9.986458032630469717e-01,1.354196736953098808e-03,0.000000000000000000e+00
1.395100976260721659e-01,8.604899023739278618e-01,0.000000000000000000e+00
7.142752226715705088e-01,2.857247773284294912e-01,0.000000000000000000e+00
9.999925026144080853e-01,7.497385591989839662e-06,0.000000000000000000e+00
7.577413307493916506e-01,2.422586692506083494e-01,0.000000000000000000e+00
4.516499334678382067e-08,9.999999548350066991e-01,1.000000000000000000e+00
8.373952161711752107e-03,9.916260478382882271e-01,1.000000000000000000e+00
5.399523869332540915e-01,4.600476130667459640e-01,1.000000000000000000e+00
1.983668597128276229e-02,9.801633140287172585e-01,1.000000000000000000e+00
3.487771009436907987e-01,6.512228990563092568e-01,0.000000000000000000e+00
9.919274868053539196e-01,8.072513194646153273e-03,1.000000000000000000e+00
2.093758837678996352e-04,9.997906241162320962e-01,1.000000000000000000e+00
2.584621152448430270e-01,7.415378847551569175e-01,0.000000000000000000e+00
9.894606565798700348e-01,1.053934342012999813e-02,0.000000000000000000e+00
9.974448824583371787e-01,2.555117541662776676e-03,0.000000000000000000e+00
4.957622797276390811e-03,9.950423772027235936e-01,1.000000000000000000e+00
8.534956196168116266e-03,9.914650438038318248e-01,1.000000000000000000e+00
9.451670515971328790e-01,5.483294840286715571e-02,0.000000000000000000e+00
7.415005290828978746e-01,2.584994709171021809e-01,0.000000000000000000e+00
9.779676007333736321e-01,2.203239926662634712e-02,0.000000000000000000e+00
6.392191377273849506e-02,9.360780862272614078e-01,1.000000000000000000e+00
9.066882443565148497e-01,9.331175564348512252e-02,0.000000000000000000e+00
2.809611122450288989e-01,7.190388877549710456e-01,1.000000000000000000e+00
1.356474729258735634e-01,8.643525270741264643e-01,0.000000000000000000e+00
9.983810391742027335e-01,1.618960825797312710e-03,0.000000000000000000e+00
2.492457124126814527e-01,7.507542875873184363e-01,1.000000000000000000e+00
2.835998614606680679e-01,7.164001385393319321e-01,1.000000000000000000e+00
7.869820852447516613e-01,2.130179147552483665e-01,0.000000000000000000e+00
5.380300218736479012e-01,4.619699781263521543e-01,0.000000000000000000e+00
1.840427589705697200e-03,9.981595724102941825e-01,1.000000000000000000e+00
1.391424344864763962e-01,8.608575655135236593e-01,0.000000000000000000e+00
9.435966164598838524e-03,9.905640338354012586e-01,1.000000000000000000e+00
9.956193095482106514e-01,4.380690451789365919e-03,0.000000000000000000e+00
2.652146972078147091e-01,7.347853027921852354e-01,0.000000000000000000e+00
2.060496430916949340e-01,7.939503569083051771e-01,1.000000000000000000e+00
9.419468620664732672e-01,5.805313793352678137e-02,0.000000000000000000e+00
1.680364528669095470e-01,8.319635471330903975e-01,1.000000000000000000e+00
9.999950093462803835e-01,4.990653719556641110e-06,0.000000000000000000e+00
7.549194485253374332e-01,2.450805514746625668e-01,0.000000000000000000e+00
9.192850189019204921e-01,8.071498109807957733e-02,0.000000000000000000e+00
2.185389919290294247e-01,7.814610080709705198e-01,0.000000000000000000e+00
5.331743722765597271e-01,4.668256277234402729e-01,0.000000000000000000e+00
3.666532683353910475e-03,9.963334673166461819e-01,1.000000000000000000e+00
5.700089167471827922e-01,4.299910832528172078e-01,1.000000000000000000e+00
9.998937333427331264e-01,1.062666572667685740e-04,0.000000000000000000e+00
1.722501303695712360e-01,8.277498696304288472e-01,1.000000000000000000e+00
9.953403753545488897e-01,4.659624645451059151e-03,0.000000000000000000e+00
2.131335738730003315e-01,7.868664261269996407e-01,1.000000000000000000e+00
8.108712423494116583e-01,1.891287576505882861e-01,0.000000000000000000e+00
7.289121679859751624e-02,9.271087832014024421e-01,0.000000000000000000e+00
6.648549157885305649e-03,9.933514508421147360e-01,1.000000000000000000e+00
9.992301660609040903e-01,7.698339390959413504e-04,0.000000000000000000e+00
2.554611065282480498e-02,9.744538893471751395e-01,1.000000000000000000e+00
4.613749480573702168e-05,9.999538625051941354e-01,1.000000000000000000e+00
9.671312260027003669e-04,9.990328687739972180e-01,1.000000000000000000e+00
9.899286727462232316e-02,9.010071327253778017e-01,1.000000000000000000e+00
9.958980106024458712e-01,4.101989397554081131e-03,0.000000000000000000e+00
9.996271972678916207e-01,3.728027321084461721e-04,0.000000000000000000e+00
1.110880672081107495e-01,8.889119327918892921e-01,0.000000000000000000e+00
9.946583762657694727e-01,5.341623734230512531e-03,0.000000000000000000e+00
9.088320845718879035e-03,9.909116791542810221e-01,0.000000000000000000e+00
9.090515086938870566e-04,9.990909484913061966e-01,1.000000000000000000e+00
5.784910487071382454e-04,9.994215089512927808e-01,1.000000000000000000e+00
4.281180950778170624e-01,5.718819049221830486e-01,0.000000000000000000e+00
1.405770164531413647e-03,9.985942298354686386e-01,1.000000000000000000e+00
2.451344648841742024e-01,7.548655351158257698e-01,1.000000000000000000e+00
9.987456343300072925e-01,1.254365669992632678e-03,0.000000000000000000e+00
5.630046420802669038e-01,4.369953579197330962e-01,0.000000000000000000e+00
9.609263667344812854e-01,3.907363326551886035e-02,0.000000000000000000e+00
6.903786950131968192e-01,3.096213049868032363e-01,0.000000000000000000e+00
7.777285690880066937e-01,2.222714309119932785e-01,1.000000000000000000e+00
8.930989606596676511e-01,1.069010393403323350e-01,0.000000000000000000e+00
3.411289880611741987e-01,6.588710119388258013e-01,1.000000000000000000e+00
9.763988010751835089e-01,2.360119892481658127e-02,0.000000000000000000e+00
2.671767067520168237e-01,7.328232932479831208e-01,1.000000000000000000e+00
2.068890339196844189e-02,9.793110966080313950e-01,1.000000000000000000e+00
6.474117849199233221e-02,9.352588215080076539e-01,1.000000000000000000e+00
8.196817939725875579e-01,1.803182060274123588e-01,1.000000000000000000e+00
5.393346533841683610e-02,9.460665346615831917e-01,1.000000000000000000e+00
9.593280084627097137e-01,4.067199153729021688e-02,0.000000000000000000e+00
9.993686270592727627e-01,6.313729407271252659e-04,0.000000000000000000e+00
5.571839020360431771e-01,4.428160979639568784e-01,0.000000000000000000e+00
9.895395991289971382e-01,1.046040087100277502e-02,0.000000000000000000e+00
4.514265528061280736e-05,9.999548573447194499e-01,1.000000000000000000e+00
9.481803477123831314e-01,5.181965228761694492e-02,1.000000000000000000e+00
1.759104054157400185e-03,9.982408959458425324e-01,1.000000000000000000e+00
3.131854665793769065e-08,9.999999686814534661e-01,1.000000000000000000e+00
5.142118890494604827e-02,9.485788110950538199e-01,1.000000000000000000e+00
9.642495784942754777e-02,9.035750421505723828e-01,1.000000000000000000e+00
9.294195601987359501e-01,7.058043980126413319e-02,0.000000000000000000e+00
1.005659720594684076e-03,9.989943402794053684e-01,1.000000000000000000e+00
8.325509774712176458e-01,1.674490225287822709e-01,0.000000000000000000e+00
9.417420856947305019e-01,5.825791430526945647e-02,0.000000000000000000e+00
5.430051092297297211e-02,9.456994890770270557e-01,1.000000000000000000e+00
9.372132678985555243e-01,6.278673210144451733e-02,0.000000000000000000e+00
1.199771574623228207e-03,9.988002284253768570e-01,1.000000000000000000e+00
9.182811663814823000e-02,9.081718833618518394e-01,1.000000000000000000e+00
9.517830862551467336e-05,9.999048216913744014e-01,1.000000000000000000e+00
9.971926387219407495e-01,2.807361278059330306e-03,0.000000000000000000e+00
9.877792202285849976e-01,1.222077977141491217e-02,0.000000000000000000e+00
9.989157050418571160e-01,1.084294958142836092e-03,0.000000000000000000e+00
1.955910485340954172e-02,9.804408951465904964e-01,1.000000000000000000e+00
3.082251207856263053e-01,6.917748792143737502e-01,1.000000000000000000e+00
8.628333581511969941e-01,1.371666418488030337e-01,0.000000000000000000e+00
9.560682834286746701e-01,4.393171657132527441e-02,0.000000000000000000e+00
9.750028450375104461e-01,2.499715496248949842e-02,0.000000000000000000e+00
4.984072484307197626e-01,5.015927515692801819e-01,1.000000000000000000e+00
4.492772001876613880e-02,9.550722799812337849e-01,1.000000000000000000e+00
6.282915382356112077e-02,9.371708461764388653e-01,1.000000000000000000e+00
9.966172387200927796e-01,3.382761279907163174e-03,0.000000000000000000e+00
9.746383859791977189e-01,2.536161402080239560e-02,0.000000000000000000e+00
